26.1,36.0,409.0,169.17
26.1,36.0,532.0,169.17
26.3,36.0,455.0,170.00
26.3,36.0,419.0,170.00
26.0,36.0,404.0,170.00
26.0,36.0,405.0,170.83
26.1,36.0,564.0,170.83
26.1,36.0,418.0,171.67
26.3,36.0,479.0,170.00
26.3,36.0,572.0,170.83
26.0,36.0,520.0,170.00
26.0,36.0,399.0,170.00
26.0,36.0,409.0,170.00
26.0,36.0,489.0,170.00
26.2,36.0,507.0,170.00
26.2,36.0,431.0,170.00
26.2,36.0,450.0,170.00
26.2,36.0,473.0,170.00
26.3,36.0,441.0,168.33
26.3,36.0,555.0,169.17

